# Program:featureCounts v1.6.2; Command:"featureCounts" "-t" "exon" "-O" "-f" "--primary" "-a" "./databases/sacCer3.gtf" "-o" "/athena/elementolab/scratch/toy2005/angsd/hw6/counts_overlap_primary/SNF2_5_Aligned_counts.txt" "./databases/alignment/SNF2_5_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	./databases/alignment/SNF2_5_Aligned.sortedByCoord.out.bam
YAL015C	chrI	126903	128102	-	1200	524
YAL014C	chrI	128252	129019	-	768	1124
YAL013W	chrI	129270	130487	+	1218	1234
YAL011W	chrI	132199	134076	+	1878	444
YAL010C	chrI	134184	135665	-	1482	293
YAL009W	chrI	135854	136633	+	780	368
YAL008W	chrI	136914	137510	+	597	515
YAL007C	chrI	137698	138345	-	648	1122
YAL005C	chrI	139503	141431	-	1929	4740
YAL004W	chrI	140760	141407	+	648	495
YAL003W	chrI	142174	142253	+	80	538
YAL003W	chrI	142620	143160	+	541	5376
YAL002W	chrI	143707	147531	+	3825	399
YAL001C	chrI	147594	151006	-	3413	515
YAL001C	chrI	151097	151166	-	70	2
YAR002W	chrI	152257	153876	+	1620	633
YAR002C-A	chrI	154065	154724	-	660	1617
YAR003W	chrI	155005	156285	+	1281	480
YAR007C	chrI	156754	158619	-	1866	830
YAR008W	chrI	158966	159793	+	828	291
YAR009C	chrI	160597	164187	-	3591	4
YAR010C	chrI	164544	165866	-	1323	0
YAR014C	chrI	166742	168871	-	2130	826
YAR015W	chrI	169375	170295	+	921	1342
YAR018C	chrI	170396	171703	-	1308	358
YAR019C	chrI	172211	175135	-	2925	311
YAR019W-A	chrI	174998	175330	+	333	15
YAR020C	chrI	176856	177023	-	168	43
YAR023C	chrI	179281	179820	-	540	100
YAR027W	chrI	183770	184477	+	708	896
YAR028W	chrI	184892	185596	+	705	300
YAR029W	chrI	186321	186545	+	225	23
YAR030C	chrI	186512	186853	-	342	25
YAR031W	chrI	186836	187732	+	897	73
YAR033W	chrI	188107	188811	+	705	83
YAR035W	chrI	190193	192256	+	2064	341
YAR035C-A	chrI	192337	192417	-	81	8
YAR042W	chrI	192619	196185	+	3567	1179
YAR047C	chrI	201467	201787	-	321	10
YAR050W	chrI	203403	208016	+	4614	143
YAR053W	chrI	208367	208663	+	297	20
YAR060C	chrI	217157	217492	-	336	0
YAR064W	chrI	220198	220497	+	300	11
YAR066W	chrI	221049	221660	+	612	3
YAR068W	chrI	222406	222891	+	486	5
YAR069C	chrI	224011	224304	-	294	0
YAR070C	chrI	224563	224862	-	300	1
YAR071W	chrI	225460	226863	+	1404	23
YAR073W	chrI	227742	228953	+	1212	11
YAR075W	chrI	228844	229317	+	474	5
Q0010	chrM	3952	4338	+	387	0
Q0017	chrM	4254	4415	+	162	0
Q0032	chrM	11667	11957	+	291	0
Q0045	chrM	13818	13986	+	169	3
Q0045	chrM	16435	16470	+	36	1
Q0045	chrM	18954	18991	+	38	1
Q0045	chrM	20508	20984	+	477	8
Q0045	chrM	21995	22246	+	252	1
Q0045	chrM	23612	23746	+	135	3
Q0045	chrM	25318	25342	+	25	2
Q0045	chrM	26229	26701	+	473	2
Q0070	chrM	13818	13986	+	169	3
Q0070	chrM	16435	16470	+	36	1
Q0070	chrM	18954	18991	+	38	1
Q0070	chrM	20508	20984	+	477	8
Q0070	chrM	21995	23167	+	1173	1
Q0065	chrM	13818	13986	+	169	3
Q0065	chrM	16435	16470	+	36	1
Q0065	chrM	18954	18991	+	38	1
Q0065	chrM	20508	21935	+	1428	8
Q0060	chrM	13818	13986	+	169	3
Q0060	chrM	16435	16470	+	36	1
Q0060	chrM	18954	19996	+	1043	1
Q0055	chrM	13818	13986	+	169	3
Q0055	chrM	16435	18830	+	2396	20
Q0050	chrM	13818	16322	+	2505	29
Q0075	chrM	24156	24870	+	715	0
Q0075	chrM	24906	25255	+	350	0
Q0080	chrM	27666	27812	+	147	0
Q0085	chrM	28487	29266	+	780	1
Q0092	chrM	30874	31014	+	141	0
Q0105	chrM	36540	36954	+	415	2
Q0105	chrM	37723	37736	+	14	0
Q0105	chrM	39141	39217	+	77	1
Q0105	chrM	40841	41090	+	250	7
Q0105	chrM	42508	42558	+	51	2
Q0105	chrM	43297	43647	+	351	3
Q0120	chrM	36540	36954	+	415	2
Q0120	chrM	37723	37736	+	14	0
Q0120	chrM	39141	39217	+	77	1
Q0120	chrM	40841	42251	+	1411	8
Q0115	chrM	36540	36954	+	415	2
Q0115	chrM	37723	37736	+	14	0
Q0115	chrM	39141	40265	+	1125	1
Q0110	chrM	36540	36954	+	415	2
Q0110	chrM	37723	38579	+	857	0
Q0130	chrM	46723	46953	+	231	6
Q0140	chrM	48901	50097	+	1197	0
Q0142	chrM	51052	51228	+	177	0
Q0143	chrM	51277	51429	+	153	0
Q0144	chrM	54109	54438	+	330	0
Q0160	chrM	61022	61729	+	708	5
Q0182	chrM	65770	66174	+	405	0
Q0250	chrM	73758	74513	+	756	5
Q0255	chrM	74495	75622	+	1128	1
Q0255	chrM	75663	75872	+	210	0
Q0255	chrM	75904	75984	+	81	0
Q0275	chrM	79213	80022	+	810	2
Q0297	chrM	85554	85709	+	156	0
YER054C	chrV	262052	263698	-	1647	466
YER114C	chrV	390590	393712	-	3123	686
YER169W	chrV	523369	525759	+	2391	372
YEL077C	chrV	264	4097	-	3834	175
YEL077W-A	chrV	630	1112	+	483	42
YEL076C-A	chrV	4185	4322	-	138	0
YEL076C-A	chrV	4602	5114	-	513	0
YEL076C	chrV	4464	5114	-	651	0
YEL075W-A	chrV	4870	5481	+	612	0
YEL075C	chrV	5345	5713	-	369	0
YEL074W	chrV	6126	6464	+	339	20
YEL073C	chrV	7230	7553	-	324	79
YEL072W	chrV	13720	14415	+	696	130
YEL071W	chrV	16355	17845	+	1491	4403
YEL070W	chrV	19589	21097	+	1509	54
YEL069C	chrV	21537	23231	-	1695	23
YEL068C	chrV	25646	25978	-	333	237
YEL067C	chrV	26189	26776	-	588	151
YEL066W	chrV	26667	27206	+	540	529
YEL065W	chrV	27657	29543	+	1887	365
YEL064C	chrV	29797	31239	-	1443	221
YEL063C	chrV	31694	33466	-	1773	851
YEL062W	chrV	34407	36254	+	1848	208
YEL061C	chrV	36535	39537	-	3003	298
YEL060C	chrV	40046	41953	-	1908	4797
YEL059C-A	chrV	42400	42624	-	225	119
YEL059W	chrV	42652	42960	+	309	72
YEL058W	chrV	43252	44925	+	1674	2729
YEL057C	chrV	45020	45721	-	702	43
YEL056W	chrV	47168	48373	+	1206	742
YEL055C	chrV	48471	51539	-	3069	543
YEL054C	chrV	52721	53218	-	498	4638
YEL053W-A	chrV	52908	53255	+	348	3387
YEL053C	chrV	53901	56102	-	2202	395
YEL052W	chrV	56571	58100	+	1530	1142
YEL051W	chrV	58378	59148	+	771	2289
YEL050W-A	chrV	59549	59740	+	192	82
YEL050C	chrV	59670	60851	-	1182	544
YEL049W	chrV	63728	64090	+	363	20
YEL048C	chrV	64709	65167	-	459	32
YEL047C	chrV	65385	66797	-	1413	1506
YEL046C	chrV	67629	68792	-	1164	1992
YEL045C	chrV	68840	69265	-	426	75
YEL044W	chrV	69757	70257	+	501	1708
YEL043W	chrV	70478	73348	+	2871	1098
YEL042W	chrV	73771	75327	+	1557	1212
YEL041W	chrV	75944	77431	+	1488	193
YEL040W	chrV	78053	79456	+	1404	2262
YEL039C	chrV	79636	79977	-	342	411
YEL038W	chrV	80462	81145	+	684	1300
YEL037C	chrV	81407	82603	-	1197	2328
YEL036C	chrV	83050	84552	-	1503	1291
YEL035C	chrV	85045	85545	-	501	15
YEL034C-A	chrV	85613	86215	-	603	7738
YEL034W	chrV	85676	86149	+	474	7363
YEL033W	chrV	86179	86598	+	420	597
YEL032W	chrV	86937	89852	+	2916	788
YEL032C-A	chrV	87040	87201	-	162	13
YEL031W	chrV	90258	93905	+	3648	3192
YEL030C-A	chrV	94583	94897	-	315	10
YEL030W	chrV	94644	96578	+	1935	143
YEL029C	chrV	96858	97796	-	939	158
YEL028W	chrV	98668	99129	+	462	96
YEL027W	chrV	100769	101251	+	483	6198
YEL026W	chrV	101943	102323	+	381	1974
YEL025C	chrV	102581	106147	-	3567	572
YEL024W	chrV	107260	107907	+	648	442
YEL023C	chrV	108504	110552	-	2049	228
YEL022W	chrV	111421	115800	+	4380	841
YEL021W	chrV	116167	116970	+	804	0
YEL020C-B	chrV	117183	117380	-	198	287
YEL020W-A	chrV	117211	117474	+	264	392
YEL020C	chrV	118617	120299	-	1683	563
YEL019C	chrV	120498	121301	-	804	29
YEL018C-A	chrV	121455	121988	-	534	297
YEL018W	chrV	121471	122310	+	840	475
YEL017C-A	chrV	122798	122929	-	132	1898
YEL017W	chrV	123657	124670	+	1014	516
YEL016C	chrV	124737	126218	-	1482	335
YEL015W	chrV	126629	128284	+	1656	1042
YEL014C	chrV	128303	128608	-	306	50
YEL013W	chrV	128825	130561	+	1737	671
YEL012W	chrV	131772	131776	+	5	41
YEL012W	chrV	131900	132551	+	652	1035
YEL011W	chrV	133120	135234	+	2115	3685
YEL010W	chrV	136279	136629	+	351	5
YEL009C-A	chrV	136371	136778	-	408	1
YEL009C	chrV	138918	139763	-	846	7702
YEL008W	chrV	140512	140892	+	381	48
YEL008C-A	chrV	140726	140818	-	93	25
YEL007W	chrV	141892	143892	+	2001	1069
YEL006W	chrV	144327	145334	+	1008	419
YEL005C	chrV	145907	146755	-	849	203
YEL004W	chrV	146951	147979	+	1029	138
YEL003W	chrV	148176	148194	+	19	29
YEL003W	chrV	148283	148599	+	317	299
YEL002C	chrV	148722	150014	-	1293	2048
YEL001C	chrV	150301	150978	-	678	1668
YER001W	chrV	153520	155808	+	2289	158
YER002W	chrV	156803	157498	+	696	704
YER003C	chrV	157736	158994	-	1259	1184
YER003C	chrV	159088	159118	-	31	35
YER004W	chrV	159580	160275	+	696	2130
YER005W	chrV	160550	162442	+	1893	501
YER006W	chrV	162723	164285	+	1563	737
YER006C-A	chrV	164344	164661	-	318	12
YER007W	chrV	164527	166083	+	1557	89
YER007C-A	chrV	166237	166771	-	535	930
YER007C-A	chrV	166875	166885	-	11	55
YER008C	chrV	167808	171818	-	4011	1030
YER009W	chrV	172115	172492	+	378	2479
YER010C	chrV	172634	173338	-	705	649
YER011W	chrV	175248	176012	+	765	131
YER012W	chrV	177835	178431	+	597	1909
YER013W	chrV	178841	182278	+	3438	405
YER014W	chrV	182600	184219	+	1620	640
YER014C-A	chrV	183731	184169	-	439	353
YER014C-A	chrV	184678	184700	-	23	2
YER015W	chrV	184541	186775	+	2235	189
YER016W	chrV	188277	189311	+	1035	860
YER017C	chrV	189503	191788	-	2286	1141
YER018C	chrV	191959	192624	-	666	908
YER019W	chrV	192797	194230	+	1434	1313
YER019C-A	chrV	194273	194539	-	267	2833
YER020W	chrV	195168	196517	+	1350	1510
YER021W	chrV	196948	198519	+	1572	1826
YER022W	chrV	198812	200875	+	2064	523
YER023W	chrV	201076	201936	+	861	3283
YER023C-A	chrV	201522	201734	-	213	1015
YER024W	chrV	202192	204963	+	2772	400
YER025W	chrV	205251	206834	+	1584	1728
YER026C	chrV	207644	208474	-	831	1502
YER027C	chrV	208979	210232	-	1254	834
YER028C	chrV	210692	211876	-	1185	384
YER029C	chrV	212587	213177	-	591	574
YER030W	chrV	213437	213898	+	462	1002
YER031C	chrV	214076	214747	-	672	1750
YER032W	chrV	215063	217693	+	2631	261
YER033C	chrV	218057	221287	-	3231	285
YER034W	chrV	221846	222403	+	558	273
YER035W	chrV	222639	223076	+	438	517
YER036C	chrV	223367	225199	-	1833	2949
YER037W	chrV	225889	226854	+	966	181
YER038C	chrV	226858	228252	-	1395	77
YER038W-A	chrV	228451	228831	+	381	171
YER039C	chrV	228456	229205	-	750	260
YER039C-A	chrV	229263	229481	-	219	43
YER040W	chrV	229795	231987	+	2193	475
YER041W	chrV	232461	234740	+	2280	387
YER042W	chrV	234937	235491	+	555	667
YER043C	chrV	235770	237119	-	1350	6047
YER044C	chrV	237570	238016	-	447	591
YER044C-A	chrV	238460	239623	-	1164	12
YER044C-A	chrV	239712	239774	-	63	2
YER045C	chrV	240032	241501	-	1470	477
YER046W	chrV	243180	243611	+	432	301
YER046W-A	chrV	243700	244029	+	330	141
YER047C	chrV	243810	246503	-	2694	791
YER048C	chrV	246982	248157	-	1176	1640
YER048W-A	chrV	250718	251002	+	285	407
YER049W	chrV	251728	253662	+	1935	665
YER050C	chrV	253971	254387	-	417	523
YER051W	chrV	254656	256134	+	1479	226
YER052C	chrV	256375	257958	-	1584	1232
YER053C	chrV	258737	259639	-	903	907
YER053C-A	chrV	260933	261046	-	114	3
YER055C	chrV	264892	265785	-	894	2162
YER056C	chrV	266512	268113	-	1602	1174
YER056C-A	chrV	269423	269751	-	329	3492
YER056C-A	chrV	270149	270185	-	37	211
YER057C	chrV	270737	271126	-	390	1888
YER058W	chrV	271768	272091	+	324	325
YER059W	chrV	272624	273886	+	1263	688
YER060W	chrV	274567	276153	+	1587	481
YER060W-A	chrV	276572	278164	+	1593	72
YER061C	chrV	278298	279626	-	1329	401
YER062C	chrV	279930	280682	-	753	1293
YER063W	chrV	281710	282366	+	657	1251
YER064C	chrV	282705	284222	-	1518	1144
YER065C	chrV	285241	286914	-	1674	800
YER066W	chrV	290242	290799	+	558	216
YER066C-A	chrV	291703	292203	-	501	380
YER067W	chrV	292066	292551	+	486	1178
YER067C-A	chrV	292240	292563	-	324	962
YER068W	chrV	293050	294813	+	1764	794
YER068C-A	chrV	295301	295732	-	432	30
YER069W	chrV	295410	298001	+	2592	691
YER070W	chrV	298950	301616	+	2667	550
YER071C	chrV	301947	302327	-	381	146
YER072W	chrV	302806	303195	+	390	1573
YER073W	chrV	304030	305592	+	1563	2675
YER074W	chrV	306323	306325	+	3	921
YER074W	chrV	306792	307196	+	405	6783
YER074W-A	chrV	307653	307746	+	94	231
YER074W-A	chrV	307849	307956	+	108	347
YER074W-A	chrV	308068	308123	+	56	210
YER075C	chrV	308413	311199	-	2787	154
YER076C	chrV	312590	313498	-	909	325
YER076W-A	chrV	313390	313737	+	348	31
YER077C	chrV	314534	316600	-	2067	311
YER078C	chrV	316807	318342	-	1536	583
YER078W-A	chrV	318646	318810	+	165	6
YER079W	chrV	318920	319552	+	633	848
YER079C-A	chrV	319902	320240	-	339	88
YER080W	chrV	319963	321846	+	1884	1208
YER081W	chrV	322686	324095	+	1410	8578
YER082C	chrV	324272	325936	-	1665	275
YER083C	chrV	326174	327031	-	858	1184
YER084W	chrV	327065	327451	+	387	64
YER084W-A	chrV	327598	328110	+	513	10
YER085C	chrV	327619	328140	-	522	8
YER086W	chrV	328477	330207	+	1731	2005
YER087W	chrV	330576	332306	+	1731	348
YER087C-A	chrV	331817	332368	-	552	212
YER087C-B	chrV	332582	332830	-	249	812
YER088C	chrV	333176	335188	-	2013	4330
YER088C-A	chrV	335696	336019	-	324	383
YER088W-B	chrV	335927	336073	+	147	440
YER089C	chrV	335946	337340	-	1395	1830
YER090W	chrV	337949	339472	+	1524	1868
YER090C-A	chrV	338322	338411	-	90	55
YER091C	chrV	339864	342167	-	2304	6655
YER091C-A	chrV	342390	342611	-	222	5
YER092W	chrV	342855	343232	+	378	615
YER093C	chrV	343320	347612	-	4293	426
YER093C-A	chrV	347912	348201	-	290	160
YER093C-A	chrV	348277	348400	-	124	28
YER094C	chrV	348729	349346	-	618	2789
YER095W	chrV	349980	351182	+	1203	1278
YER096W	chrV	351698	353236	+	1539	51
YER097W	chrV	355140	355469	+	330	9
YER098W	chrV	355466	357730	+	2265	507
YER099C	chrV	358105	359061	-	957	614
YER100W	chrV	359562	360314	+	753	747
YER101C	chrV	360502	361794	-	1293	180
YER102W	chrV	363100	363702	+	603	1916
YER103W	chrV	364589	366517	+	1929	378
YER104W	chrV	366802	367428	+	627	131
YER105C	chrV	367838	372013	-	4176	699
YER106W	chrV	372326	373234	+	909	4
YER107C	chrV	373448	374545	-	1098	783
YER107W-A	chrV	374394	374714	+	321	106
YER109C	chrV	375215	377614	-	2400	494
YER110C	chrV	378762	382103	-	3342	1123
YER111C	chrV	382595	385876	-	3282	339
YER112W	chrV	387232	387795	+	564	785
YER113C	chrV	387932	390052	-	2121	417
YER115C	chrV	394292	394867	-	576	314
YER116C	chrV	395348	396172	-	825	364
YER117W	chrV	396769	396810	+	42	1296
YER117W	chrV	397282	397653	+	372	7297
YER118C	chrV	397952	399055	-	1104	738
YER119C	chrV	399496	400842	-	1347	1002
YER119C-A	chrV	400867	401238	-	372	341
YER120W	chrV	401135	401869	+	735	2202
YER121W	chrV	402375	402719	+	345	126
YER122C	chrV	402871	404352	-	1482	1371
YER123W	chrV	404813	406387	+	1575	383
YER124C	chrV	407342	409063	-	1722	250
YER125W	chrV	410189	412618	+	2430	1414
YER126C	chrV	413394	414179	-	786	407
YER127W	chrV	414481	415554	+	1074	164
YER128W	chrV	415859	416470	+	612	86
YER129W	chrV	417281	420709	+	3429	781
YER130C	chrV	421115	422446	-	1332	407
YER131W	chrV	423952	424311	+	360	5443
YER132C	chrV	425188	430449	-	5262	331
YER133W	chrV	432495	432671	+	177	364
YER133W	chrV	433197	433958	+	762	1422
YER133W-A	chrV	437191	437532	+	342	260
YER134C	chrV	437267	437803	-	537	408
YER135C	chrV	437952	438344	-	393	12
YER136W	chrV	439616	440971	+	1356	2391
YER137C	chrV	441373	441819	-	447	48
YER137W-A	chrV	441575	441880	+	306	27
YER138C	chrV	443756	447721	-	3966	0
YER138C	chrV	447723	449024	-	1302	0
YER137C-A	chrV	447702	449024	-	1323	0
YER138W-A	chrV	449474	449578	+	105	4
YER139C	chrV	450563	451243	-	681	103
YER140W	chrV	451565	453235	+	1671	331
YER141W	chrV	453459	454919	+	1461	1047
YER142C	chrV	455146	456036	-	891	374
YER143W	chrV	456319	457605	+	1287	845
YER144C	chrV	457806	460223	-	2418	849
YER145C	chrV	460526	461740	-	1215	3742
YER145C-A	chrV	462386	462823	-	438	1151
YER146W	chrV	462585	462866	+	282	1242
YER147C	chrV	462968	464842	-	1875	419
YER147C-A	chrV	465203	465613	-	411	536
YER148W	chrV	465303	466025	+	723	964
YER148W-A	chrV	466185	466763	+	579	107
YER149C	chrV	466208	467470	-	1263	170
YER150W	chrV	468370	468816	+	447	435
YER151C	chrV	469686	472424	-	2739	739
YER152C	chrV	472657	473988	-	1332	1532
YER152W-A	chrV	473485	474051	+	567	358
YER153C	chrV	474041	474805	-	765	122
YER154W	chrV	475020	476228	+	1209	895
YER155C	chrV	476345	482848	-	6504	1430
YER156C	chrV	483325	484341	-	1017	991
YER157W	chrV	484788	487193	+	2406	295
YER158C	chrV	488857	490578	-	1722	365
YER158W-A	chrV	491487	491702	+	216	361
YER159C	chrV	491530	491958	-	429	775
YER160C	chrV	492856	496821	-	3966	0
YER160C	chrV	496823	498124	-	1302	0
YER159C-A	chrV	496802	498124	-	1323	0
YER161C	chrV	499347	500348	-	1002	778
YER162C	chrV	500630	502894	-	2265	644
YER163C	chrV	503084	503782	-	699	798
YER164W	chrV	505392	509798	+	4407	938
YER165W	chrV	510373	512106	+	1734	4141
YER165C-A	chrV	512627	512983	-	357	14
YER166W	chrV	512744	517459	+	4716	1486
YER167W	chrV	518216	520771	+	2556	818
YER168C	chrV	521029	522669	-	1641	349
YER170W	chrV	525974	526651	+	678	210
YER171W	chrV	527082	529418	+	2337	372
YER172C	chrV	529530	536021	-	6492	626
YER172C-A	chrV	536275	536655	-	381	37
YER173W	chrV	536300	538279	+	1980	305
YER174C	chrV	538434	539168	-	735	365
YER175C	chrV	539464	540363	-	900	231
YER175W-A	chrV	540650	540814	+	165	20
YER176W	chrV	541690	545055	+	3366	848
YER177W	chrV	545611	546414	+	804	9573
YER178W	chrV	546817	548079	+	1263	5119
YER179W	chrV	548421	548552	+	132	5
YER179W	chrV	548645	549517	+	873	162
YER180C	chrV	549724	550527	-	804	230
YER180C-A	chrV	550865	551122	-	258	38
YER181C	chrV	551473	551796	-	324	11
YER182W	chrV	552525	553259	+	735	303
YER183C	chrV	553334	553969	-	636	351
YER184C	chrV	556296	558680	-	2385	192
YER185W	chrV	559454	560365	+	912	34
YER186C	chrV	561705	562625	-	921	357
YER187W	chrV	566230	566655	+	426	194
YER188W	chrV	568040	568759	+	720	169
YER188C-A	chrV	569608	569907	-	300	12
YER189W	chrV	571155	571523	+	369	0
YER190W	chrV	571480	576525	+	5046	0
YER190C-A	chrV	574804	575379	-	576	0
YER190C-B	chrV	575680	576162	-	483	0
YJL091C	chrX	261080	262552	-	1473	271
YJL026W	chrX	392404	393603	+	1200	1989
YJL026C-A	chrX	393066	393287	-	222	514
YJR125C	chrX	654737	655963	-	1227	1315
YJL225C	chrX	466	4581	-	4116	0
YJL225C	chrX	4970	6130	-	1161	0
YJL225W-A	chrX	829	1311	+	483	0
YJL223C	chrX	8776	9138	-	363	0
YJL222W-B	chrX	9346	9483	+	138	0
YJL222W-A	chrX	9452	9679	+	228	0
YJL222W	chrX	11475	16124	+	4650	34
YJL221C	chrX	16767	18536	-	1770	0
YJL220W	chrX	18243	18695	+	453	0
YJL219W	chrX	19497	21200	+	1704	45
YJL218W	chrX	21973	22563	+	591	323
YJL217W	chrX	23133	23729	+	597	1301
YJL216C	chrX	24341	26086	-	1746	148
YJL215C	chrX	26412	26771	-	360	20
YJL214W	chrX	26887	28596	+	1710	65
YJL213W	chrX	32163	33158	+	996	263
YJL212C	chrX	33850	36249	-	2400	466
YJL211C	chrX	36757	37200	-	444	606
YJL210W	chrX	36919	37734	+	816	1309
YJL209W	chrX	38005	39969	+	1965	259
YJL208C	chrX	40194	41183	-	990	120
YJL207C	chrX	41389	47433	-	6045	460
YJL206C	chrX	47659	49935	-	2277	190
YJL205C	chrX	50139	50268	-	130	124
YJL205C	chrX	50412	50443	-	32	35
YJL204C	chrX	50629	53151	-	2523	242
YJL203W	chrX	53341	54183	+	843	224
YJL202C	chrX	53943	54290	-	348	95
YJL201W	chrX	54379	56178	+	1800	339
YJL200C	chrX	56444	58813	-	2370	253
YJL199C	chrX	59856	60182	-	327	167
YJL198W	chrX	60844	63489	+	2646	1200
YJL197W	chrX	63805	67569	+	3765	652
YJL197C-A	chrX	65805	66086	-	282	34
YJL196C	chrX	67850	68782	-	933	2205
YJL195C	chrX	69241	69942	-	702	42
YJL194W	chrX	69338	70879	+	1542	127
YJL193W	chrX	71366	72574	+	1209	150
YJL192C	chrX	72710	73414	-	705	1017
YJL191W	chrX	73787	73796	+	10	117
YJL191W	chrX	74205	74611	+	407	1400
YJL190C	chrX	74910	75302	-	393	8083
YJL189W	chrX	75933	75938	+	6	2026
YJL189W	chrX	76325	76474	+	150	9332
YJL188C	chrX	76202	76510	-	309	10590
YJL187C	chrX	76803	79262	-	2460	465
YJL186W	chrX	80155	81915	+	1761	714
YJL185C	chrX	82095	82976	-	882	186
YJL184W	chrX	83448	83819	+	372	542
YJL183W	chrX	84068	85336	+	1269	684
YJL182C	chrX	85435	85752	-	318	10
YJL181W	chrX	85660	87495	+	1836	389
YJL180C	chrX	87583	88560	-	978	325
YJL179W	chrX	88787	89116	+	330	190
YJL178C	chrX	89282	90097	-	816	1060
YJL177W	chrX	90786	91094	+	309	2632
YJL177W	chrX	91412	91657	+	246	3229
YJL176C	chrX	92053	94530	-	2478	625
YJL175W	chrX	94049	94561	+	513	97
YJL174W	chrX	95092	95922	+	831	2444
YJL173C	chrX	96161	96529	-	369	593
YJL172W	chrX	97737	99467	+	1731	966
YJL171C	chrX	99704	100894	-	1191	2082
YJL170C	chrX	101150	101779	-	630	188
YJL169W	chrX	102099	102467	+	369	201
YJL168C	chrX	102227	104428	-	2202	584
YJL167W	chrX	105014	106072	+	1059	3000
YJL166W	chrX	106434	106718	+	285	721
YJL165C	chrX	106894	109461	-	2568	1071
YJL164C	chrX	109966	111159	-	1194	712
YJL163C	chrX	111666	113333	-	1668	711
YJL162C	chrX	113878	115629	-	1752	142
YJL161W	chrX	117245	117787	+	543	160
YJL160C	chrX	117962	118825	-	864	196
