# Program:featureCounts v1.6.2; Command:"featureCounts" "-t" "exon" "-O" "-f" "--primary" "-a" "./databases/sacCer3.gtf" "-o" "/athena/elementolab/scratch/toy2005/angsd/hw6/counts_overlap_primary/WT_5_Aligned_counts.txt" "./databases/alignment/WT_5_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	./databases/alignment/WT_5_Aligned.sortedByCoord.out.bam
Q0070	chrM	16435	16470	+	36	0
Q0070	chrM	18954	18991	+	38	0
Q0070	chrM	20508	20984	+	477	1
Q0070	chrM	21995	23167	+	1173	0
Q0065	chrM	13818	13986	+	169	2
Q0065	chrM	16435	16470	+	36	0
Q0065	chrM	18954	18991	+	38	0
Q0065	chrM	20508	21935	+	1428	1
Q0060	chrM	13818	13986	+	169	2
Q0060	chrM	16435	16470	+	36	0
Q0060	chrM	18954	19996	+	1043	0
Q0055	chrM	13818	13986	+	169	2
Q0055	chrM	16435	18830	+	2396	11
Q0050	chrM	13818	16322	+	2505	16
Q0075	chrM	24156	24870	+	715	1
Q0075	chrM	24906	25255	+	350	0
Q0080	chrM	27666	27812	+	147	0
Q0085	chrM	28487	29266	+	780	1
Q0092	chrM	30874	31014	+	141	0
Q0105	chrM	36540	36954	+	415	4
Q0105	chrM	37723	37736	+	14	1
Q0105	chrM	39141	39217	+	77	2
Q0105	chrM	40841	41090	+	250	1
Q0105	chrM	42508	42558	+	51	1
Q0105	chrM	43297	43647	+	351	1
Q0120	chrM	36540	36954	+	415	4
Q0120	chrM	37723	37736	+	14	1
Q0120	chrM	39141	39217	+	77	2
Q0120	chrM	40841	42251	+	1411	1
Q0115	chrM	36540	36954	+	415	4
Q0115	chrM	37723	37736	+	14	1
Q0115	chrM	39141	40265	+	1125	2
Q0110	chrM	36540	36954	+	415	4
Q0110	chrM	37723	38579	+	857	1
Q0130	chrM	46723	46953	+	231	3
Q0140	chrM	48901	50097	+	1197	0
Q0142	chrM	51052	51228	+	177	0
Q0143	chrM	51277	51429	+	153	0
Q0144	chrM	54109	54438	+	330	0
Q0160	chrM	61022	61729	+	708	2
Q0182	chrM	65770	66174	+	405	0
Q0250	chrM	73758	74513	+	756	1
Q0255	chrM	74495	75622	+	1128	0
Q0255	chrM	75663	75872	+	210	0
Q0255	chrM	75904	75984	+	81	0
Q0275	chrM	79213	80022	+	810	3
Q0297	chrM	85554	85709	+	156	0
YER054C	chrV	262052	263698	-	1647	261
YER114C	chrV	390590	393712	-	3123	734
YER169W	chrV	523369	525759	+	2391	571
YEL077C	chrV	264	4097	-	3834	118
YEL077W-A	chrV	630	1112	+	483	19
YEL076C-A	chrV	4185	4322	-	138	0
YEL076C-A	chrV	4602	5114	-	513	0
YEL076C	chrV	4464	5114	-	651	0
YEL075W-A	chrV	4870	5481	+	612	0
YEL075C	chrV	5345	5713	-	369	0
YEL074W	chrV	6126	6464	+	339	21
YEL073C	chrV	7230	7553	-	324	66
YEL072W	chrV	13720	14415	+	696	118
YEL071W	chrV	16355	17845	+	1491	2189
YEL070W	chrV	19589	21097	+	1509	30
YEL069C	chrV	21537	23231	-	1695	38
YEL068C	chrV	25646	25978	-	333	170
YEL067C	chrV	26189	26776	-	588	108
YEL066W	chrV	26667	27206	+	540	172
YEL065W	chrV	27657	29543	+	1887	1260
YEL064C	chrV	29797	31239	-	1443	180
YEL063C	chrV	31694	33466	-	1773	834
YEL062W	chrV	34407	36254	+	1848	220
YEL061C	chrV	36535	39537	-	3003	395
YEL060C	chrV	40046	41953	-	1908	3186
YEL059C-A	chrV	42400	42624	-	225	71
YEL059W	chrV	42652	42960	+	309	63
YEL058W	chrV	43252	44925	+	1674	1783
YEL057C	chrV	45020	45721	-	702	44
YEL056W	chrV	47168	48373	+	1206	614
YEL055C	chrV	48471	51539	-	3069	1032
YEL054C	chrV	52721	53218	-	498	8736
YEL053W-A	chrV	52908	53255	+	348	6639
YEL053C	chrV	53901	56102	-	2202	552
YEL052W	chrV	56571	58100	+	1530	957
YEL051W	chrV	58378	59148	+	771	2151
YEL050W-A	chrV	59549	59740	+	192	88
YEL050C	chrV	59670	60851	-	1182	601
YEL049W	chrV	63728	64090	+	363	17
YEL048C	chrV	64709	65167	-	459	74
YEL047C	chrV	65385	66797	-	1413	1614
YEL046C	chrV	67629	68792	-	1164	3005
YEL045C	chrV	68840	69265	-	426	120
YEL044W	chrV	69757	70257	+	501	862
YEL043W	chrV	70478	73348	+	2871	944
YEL042W	chrV	73771	75327	+	1557	1318
YEL041W	chrV	75944	77431	+	1488	118
YEL040W	chrV	78053	79456	+	1404	5932
YEL039C	chrV	79636	79977	-	342	361
YEL038W	chrV	80462	81145	+	684	958
YEL037C	chrV	81407	82603	-	1197	2127
YEL036C	chrV	83050	84552	-	1503	1514
YEL035C	chrV	85045	85545	-	501	7
YEL034C-A	chrV	85613	86215	-	603	13510
YEL034W	chrV	85676	86149	+	474	12886
YEL033W	chrV	86179	86598	+	420	1048
YEL032W	chrV	86937	89852	+	2916	940
YEL032C-A	chrV	87040	87201	-	162	31
YEL031W	chrV	90258	93905	+	3648	3586
YEL030C-A	chrV	94583	94897	-	315	9
YEL030W	chrV	94644	96578	+	1935	123
YEL029C	chrV	96858	97796	-	939	233
YEL028W	chrV	98668	99129	+	462	100
YEL027W	chrV	100769	101251	+	483	6188
YEL026W	chrV	101943	102323	+	381	3386
YEL025C	chrV	102581	106147	-	3567	553
YEL024W	chrV	107260	107907	+	648	291
YEL023C	chrV	108504	110552	-	2049	249
YEL022W	chrV	111421	115800	+	4380	1037
YEL021W	chrV	116167	116970	+	804	0
YEL020C-B	chrV	117183	117380	-	198	272
YEL020W-A	chrV	117211	117474	+	264	353
YEL020C	chrV	118617	120299	-	1683	397
YEL019C	chrV	120498	121301	-	804	54
YEL018C-A	chrV	121455	121988	-	534	339
YEL018W	chrV	121471	122310	+	840	464
YEL017C-A	chrV	122798	122929	-	132	2084
YEL017W	chrV	123657	124670	+	1014	428
YEL016C	chrV	124737	126218	-	1482	373
YEL015W	chrV	126629	128284	+	1656	1146
YEL014C	chrV	128303	128608	-	306	66
YEL013W	chrV	128825	130561	+	1737	706
YEL012W	chrV	131772	131776	+	5	25
YEL012W	chrV	131900	132551	+	652	549
YEL011W	chrV	133120	135234	+	2115	2919
YEL010W	chrV	136279	136629	+	351	4
YEL009C-A	chrV	136371	136778	-	408	4
YEL009C	chrV	138918	139763	-	846	8137
YEL008W	chrV	140512	140892	+	381	15
YEL008C-A	chrV	140726	140818	-	93	7
YEL007W	chrV	141892	143892	+	2001	1062
YEL006W	chrV	144327	145334	+	1008	489
YEL005C	chrV	145907	146755	-	849	194
YEL004W	chrV	146951	147979	+	1029	189
YEL003W	chrV	148176	148194	+	19	55
YEL003W	chrV	148283	148599	+	317	369
YEL002C	chrV	148722	150014	-	1293	1722
YEL001C	chrV	150301	150978	-	678	1455
YER001W	chrV	153520	155808	+	2289	1024
YER002W	chrV	156803	157498	+	696	1358
YER003C	chrV	157736	158994	-	1259	1235
YER003C	chrV	159088	159118	-	31	47
YER004W	chrV	159580	160275	+	696	1169
YER005W	chrV	160550	162442	+	1893	649
YER006W	chrV	162723	164285	+	1563	1856
YER006C-A	chrV	164344	164661	-	318	30
YER007W	chrV	164527	166083	+	1557	119
YER007C-A	chrV	166237	166771	-	535	1044
YER007C-A	chrV	166875	166885	-	11	77
YER008C	chrV	167808	171818	-	4011	948
YER009W	chrV	172115	172492	+	378	2834
YER010C	chrV	172634	173338	-	705	400
YER011W	chrV	175248	176012	+	765	2767
YER012W	chrV	177835	178431	+	597	1642
YER013W	chrV	178841	182278	+	3438	394
YER014W	chrV	182600	184219	+	1620	493
YER014C-A	chrV	183731	184169	-	439	209
YER014C-A	chrV	184678	184700	-	23	1
YER015W	chrV	184541	186775	+	2235	207
YER016W	chrV	188277	189311	+	1035	806
YER017C	chrV	189503	191788	-	2286	1190
YER018C	chrV	191959	192624	-	666	672
YER019W	chrV	192797	194230	+	1434	1154
YER019C-A	chrV	194273	194539	-	267	2129
YER020W	chrV	195168	196517	+	1350	1247
YER021W	chrV	196948	198519	+	1572	1800
YER022W	chrV	198812	200875	+	2064	566
YER023W	chrV	201076	201936	+	861	2964
YER023C-A	chrV	201522	201734	-	213	920
YER024W	chrV	202192	204963	+	2772	284
YER025W	chrV	205251	206834	+	1584	3146
YER026C	chrV	207644	208474	-	831	1795
YER027C	chrV	208979	210232	-	1254	793
YER028C	chrV	210692	211876	-	1185	695
YER029C	chrV	212587	213177	-	591	578
YER030W	chrV	213437	213898	+	462	751
YER031C	chrV	214076	214747	-	672	1835
YER032W	chrV	215063	217693	+	2631	317
YER033C	chrV	218057	221287	-	3231	255
YER034W	chrV	221846	222403	+	558	217
YER035W	chrV	222639	223076	+	438	518
YER036C	chrV	223367	225199	-	1833	5237
YER037W	chrV	225889	226854	+	966	446
YER038C	chrV	226858	228252	-	1395	151
YER038W-A	chrV	228451	228831	+	381	68
YER039C	chrV	228456	229205	-	750	109
YER039C-A	chrV	229263	229481	-	219	30
YER040W	chrV	229795	231987	+	2193	328
YER041W	chrV	232461	234740	+	2280	260
YER042W	chrV	234937	235491	+	555	267
YER043C	chrV	235770	237119	-	1350	10041
YER044C	chrV	237570	238016	-	447	847
YER044C-A	chrV	238460	239623	-	1164	21
YER044C-A	chrV	239712	239774	-	63	1
YER045C	chrV	240032	241501	-	1470	553
YER046W	chrV	243180	243611	+	432	181
YER046W-A	chrV	243700	244029	+	330	66
YER047C	chrV	243810	246503	-	2694	487
YER048C	chrV	246982	248157	-	1176	1231
YER048W-A	chrV	250718	251002	+	285	369
YER049W	chrV	251728	253662	+	1935	1395
YER050C	chrV	253971	254387	-	417	505
YER051W	chrV	254656	256134	+	1479	217
YER052C	chrV	256375	257958	-	1584	1532
YER053C	chrV	258737	259639	-	903	1743
YER053C-A	chrV	260933	261046	-	114	3
YER055C	chrV	264892	265785	-	894	3199
YER056C	chrV	266512	268113	-	1602	2478
YER056C-A	chrV	269423	269751	-	329	4383
YER056C-A	chrV	270149	270185	-	37	385
YER057C	chrV	270737	271126	-	390	1595
YER058W	chrV	271768	272091	+	324	247
YER059W	chrV	272624	273886	+	1263	590
YER060W	chrV	274567	276153	+	1587	519
YER060W-A	chrV	276572	278164	+	1593	112
YER061C	chrV	278298	279626	-	1329	302
YER062C	chrV	279930	280682	-	753	935
YER063W	chrV	281710	282366	+	657	785
YER064C	chrV	282705	284222	-	1518	1581
YER065C	chrV	285241	286914	-	1674	713
YER066W	chrV	290242	290799	+	558	190
YER066C-A	chrV	291703	292203	-	501	1693
YER067W	chrV	292066	292551	+	486	5202
YER067C-A	chrV	292240	292563	-	324	3925
YER068W	chrV	293050	294813	+	1764	844
YER068C-A	chrV	295301	295732	-	432	23
YER069W	chrV	295410	298001	+	2592	317
YER070W	chrV	298950	301616	+	2667	1212
YER071C	chrV	301947	302327	-	381	117
YER072W	chrV	302806	303195	+	390	3151
YER073W	chrV	304030	305592	+	1563	2650
YER074W	chrV	306323	306325	+	3	1533
YER074W	chrV	306792	307196	+	405	8814
YER074W-A	chrV	307653	307746	+	94	165
YER074W-A	chrV	307849	307956	+	108	201
YER074W-A	chrV	308068	308123	+	56	143
YER075C	chrV	308413	311199	-	2787	341
YER076C	chrV	312590	313498	-	909	286
YER076W-A	chrV	313390	313737	+	348	47
YER077C	chrV	314534	316600	-	2067	430
YER078C	chrV	316807	318342	-	1536	519
YER078W-A	chrV	318646	318810	+	165	3
YER079W	chrV	318920	319552	+	633	448
YER079C-A	chrV	319902	320240	-	339	83
YER080W	chrV	319963	321846	+	1884	928
YER081W	chrV	322686	324095	+	1410	989
YER082C	chrV	324272	325936	-	1665	760
YER083C	chrV	326174	327031	-	858	868
YER084W	chrV	327065	327451	+	387	29
YER084W-A	chrV	327598	328110	+	513	8
YER085C	chrV	327619	328140	-	522	6
YER086W	chrV	328477	330207	+	1731	2539
YER087W	chrV	330576	332306	+	1731	308
YER087C-A	chrV	331817	332368	-	552	167
YER087C-B	chrV	332582	332830	-	249	755
YER088C	chrV	333176	335188	-	2013	2775
YER088C-A	chrV	335696	336019	-	324	288
YER088W-B	chrV	335927	336073	+	147	298
YER089C	chrV	335946	337340	-	1395	1649
YER090W	chrV	337949	339472	+	1524	1587
YER090C-A	chrV	338322	338411	-	90	58
YER091C	chrV	339864	342167	-	2304	1672
YER091C-A	chrV	342390	342611	-	222	1
YER092W	chrV	342855	343232	+	378	382
YER093C	chrV	343320	347612	-	4293	509
YER093C-A	chrV	347912	348201	-	290	124
YER093C-A	chrV	348277	348400	-	124	34
YER094C	chrV	348729	349346	-	618	2359
YER095W	chrV	349980	351182	+	1203	741
YER096W	chrV	351698	353236	+	1539	34
YER097W	chrV	355140	355469	+	330	10
YER098W	chrV	355466	357730	+	2265	366
YER099C	chrV	358105	359061	-	957	773
YER100W	chrV	359562	360314	+	753	867
YER101C	chrV	360502	361794	-	1293	154
YER102W	chrV	363100	363702	+	603	3155
YER103W	chrV	364589	366517	+	1929	431
YER104W	chrV	366802	367428	+	627	109
YER105C	chrV	367838	372013	-	4176	990
YER106W	chrV	372326	373234	+	909	7
YER107C	chrV	373448	374545	-	1098	996
YER107W-A	chrV	374394	374714	+	321	185
YER109C	chrV	375215	377614	-	2400	474
YER110C	chrV	378762	382103	-	3342	2818
YER111C	chrV	382595	385876	-	3282	217
YER112W	chrV	387232	387795	+	564	795
YER113C	chrV	387932	390052	-	2121	468
YER115C	chrV	394292	394867	-	576	316
YER116C	chrV	395348	396172	-	825	337
YER117W	chrV	396769	396810	+	42	1770
YER117W	chrV	397282	397653	+	372	9223
YER118C	chrV	397952	399055	-	1104	723
YER119C	chrV	399496	400842	-	1347	484
YER119C-A	chrV	400867	401238	-	372	378
YER120W	chrV	401135	401869	+	735	2060
YER121W	chrV	402375	402719	+	345	73
YER122C	chrV	402871	404352	-	1482	1959
YER123W	chrV	404813	406387	+	1575	535
YER124C	chrV	407342	409063	-	1722	947
YER125W	chrV	410189	412618	+	2430	1596
YER126C	chrV	413394	414179	-	786	1108
YER127W	chrV	414481	415554	+	1074	415
YER128W	chrV	415859	416470	+	612	65
YER129W	chrV	417281	420709	+	3429	971
YER130C	chrV	421115	422446	-	1332	600
YER131W	chrV	423952	424311	+	360	9526
YER132C	chrV	425188	430449	-	5262	447
YER133W	chrV	432495	432671	+	177	480
YER133W	chrV	433197	433958	+	762	1635
YER133W-A	chrV	437191	437532	+	342	254
YER134C	chrV	437267	437803	-	537	393
YER135C	chrV	437952	438344	-	393	16
YER136W	chrV	439616	440971	+	1356	2074
YER137C	chrV	441373	441819	-	447	51
YER137W-A	chrV	441575	441880	+	306	28
YER138C	chrV	443756	447721	-	3966	0
YER138C	chrV	447723	449024	-	1302	0
YER137C-A	chrV	447702	449024	-	1323	0
YER138W-A	chrV	449474	449578	+	105	28
YER139C	chrV	450563	451243	-	681	119
YER140W	chrV	451565	453235	+	1671	381
YER141W	chrV	453459	454919	+	1461	1180
YER142C	chrV	455146	456036	-	891	256
YER143W	chrV	456319	457605	+	1287	697
YER144C	chrV	457806	460223	-	2418	813
YER145C	chrV	460526	461740	-	1215	2825
YER145C-A	chrV	462386	462823	-	438	734
YER146W	chrV	462585	462866	+	282	783
YER147C	chrV	462968	464842	-	1875	389
YER147C-A	chrV	465203	465613	-	411	687
YER148W	chrV	465303	466025	+	723	1195
YER148W-A	chrV	466185	466763	+	579	113
YER149C	chrV	466208	467470	-	1263	210
YER150W	chrV	468370	468816	+	447	621
YER151C	chrV	469686	472424	-	2739	1058
YER152C	chrV	472657	473988	-	1332	981
YER152W-A	chrV	473485	474051	+	567	301
YER153C	chrV	474041	474805	-	765	143
YER154W	chrV	475020	476228	+	1209	808
YER155C	chrV	476345	482848	-	6504	1436
YER156C	chrV	483325	484341	-	1017	2034
YER157W	chrV	484788	487193	+	2406	346
YER158C	chrV	488857	490578	-	1722	404
YER158W-A	chrV	491487	491702	+	216	398
YER159C	chrV	491530	491958	-	429	933
YER160C	chrV	492856	496821	-	3966	0
YER160C	chrV	496823	498124	-	1302	0
YER159C-A	chrV	496802	498124	-	1323	0
YER161C	chrV	499347	500348	-	1002	922
YER162C	chrV	500630	502894	-	2265	514
YER163C	chrV	503084	503782	-	699	468
YER164W	chrV	505392	509798	+	4407	1001
YER165W	chrV	510373	512106	+	1734	5868
YER165C-A	chrV	512627	512983	-	357	27
YER166W	chrV	512744	517459	+	4716	1328
YER167W	chrV	518216	520771	+	2556	776
YER168C	chrV	521029	522669	-	1641	432
YER170W	chrV	525974	526651	+	678	148
YER171W	chrV	527082	529418	+	2337	578
YER172C	chrV	529530	536021	-	6492	920
YER172C-A	chrV	536275	536655	-	381	43
YER173W	chrV	536300	538279	+	1980	307
YER174C	chrV	538434	539168	-	735	479
YER175C	chrV	539464	540363	-	900	183
YER175W-A	chrV	540650	540814	+	165	12
YER176W	chrV	541690	545055	+	3366	827
YER177W	chrV	545611	546414	+	804	7638
YER178W	chrV	546817	548079	+	1263	3819
YER179W	chrV	548421	548552	+	132	10
YER179W	chrV	548645	549517	+	873	120
YER180C	chrV	549724	550527	-	804	250
YER180C-A	chrV	550865	551122	-	258	80
YER181C	chrV	551473	551796	-	324	5
YER182W	chrV	552525	553259	+	735	387
YER183C	chrV	553334	553969	-	636	304
YER184C	chrV	556296	558680	-	2385	185
YER185W	chrV	559454	560365	+	912	31
YER186C	chrV	561705	562625	-	921	444
YER187W	chrV	566230	566655	+	426	152
YER188W	chrV	568040	568759	+	720	152
YER188C-A	chrV	569608	569907	-	300	10
YER189W	chrV	571155	571523	+	369	0
YER190W	chrV	571480	576525	+	5046	4
YER190C-A	chrV	574804	575379	-	576	0
YER190C-B	chrV	575680	576162	-	483	0
YJL091C	chrX	261080	262552	-	1473	249
YJL026W	chrX	392404	393603	+	1200	2495
YJL026C-A	chrX	393066	393287	-	222	608
YJR125C	chrX	654737	655963	-	1227	992
YJL225C	chrX	466	4581	-	4116	0
YJL225C	chrX	4970	6130	-	1161	0
YJL225W-A	chrX	829	1311	+	483	0
YJL223C	chrX	8776	9138	-	363	0
YJL222W-B	chrX	9346	9483	+	138	0
YJL222W-A	chrX	9452	9679	+	228	0
YJL222W	chrX	11475	16124	+	4650	22
YJL221C	chrX	16767	18536	-	1770	0
YJL220W	chrX	18243	18695	+	453	0
YJL219W	chrX	19497	21200	+	1704	12
YJL218W	chrX	21973	22563	+	591	176
YJL217W	chrX	23133	23729	+	597	1116
YJL216C	chrX	24341	26086	-	1746	155
YJL215C	chrX	26412	26771	-	360	11
YJL214W	chrX	26887	28596	+	1710	86
YJL213W	chrX	32163	33158	+	996	356
YJL212C	chrX	33850	36249	-	2400	745
YJL211C	chrX	36757	37200	-	444	370
YJL210W	chrX	36919	37734	+	816	715
YJL209W	chrX	38005	39969	+	1965	303
YJL208C	chrX	40194	41183	-	990	261
YJL207C	chrX	41389	47433	-	6045	596
YJL206C	chrX	47659	49935	-	2277	223
YJL205C	chrX	50139	50268	-	130	102
YJL205C	chrX	50412	50443	-	32	25
YJL204C	chrX	50629	53151	-	2523	258
YJL203W	chrX	53341	54183	+	843	253
YJL202C	chrX	53943	54290	-	348	120
YJL201W	chrX	54379	56178	+	1800	371
YJL200C	chrX	56444	58813	-	2370	852
YJL199C	chrX	59856	60182	-	327	125
YJL198W	chrX	60844	63489	+	2646	1655
YJL197W	chrX	63805	67569	+	3765	839
YJL197C-A	chrX	65805	66086	-	282	49
YJL196C	chrX	67850	68782	-	933	2511
YJL195C	chrX	69241	69942	-	702	30
YJL194W	chrX	69338	70879	+	1542	85
YJL193W	chrX	71366	72574	+	1209	225
YJL192C	chrX	72710	73414	-	705	883
YJL191W	chrX	73787	73796	+	10	180
YJL191W	chrX	74205	74611	+	407	1674
YJL190C	chrX	74910	75302	-	393	13273
YJL189W	chrX	75933	75938	+	6	3033
YJL189W	chrX	76325	76474	+	150	11311
YJL188C	chrX	76202	76510	-	309	12949
YJL187C	chrX	76803	79262	-	2460	381
YJL186W	chrX	80155	81915	+	1761	912
YJL185C	chrX	82095	82976	-	882	119
YJL184W	chrX	83448	83819	+	372	472
YJL183W	chrX	84068	85336	+	1269	720
YJL182C	chrX	85435	85752	-	318	13
YJL181W	chrX	85660	87495	+	1836	256
YJL180C	chrX	87583	88560	-	978	363
YJL179W	chrX	88787	89116	+	330	226
YJL178C	chrX	89282	90097	-	816	986
YJL177W	chrX	90786	91094	+	309	4140
YJL177W	chrX	91412	91657	+	246	4269
YJL176C	chrX	92053	94530	-	2478	603
YJL175W	chrX	94049	94561	+	513	111
YJL174W	chrX	95092	95922	+	831	2009
YJL173C	chrX	96161	96529	-	369	477
YJL172W	chrX	97737	99467	+	1731	540
YJL171C	chrX	99704	100894	-	1191	1503
YJL170C	chrX	101150	101779	-	630	108
YJL169W	chrX	102099	102467	+	369	173
YJL168C	chrX	102227	104428	-	2202	697
YJL167W	chrX	105014	106072	+	1059	3085
YJL166W	chrX	106434	106718	+	285	469
YJL165C	chrX	106894	109461	-	2568	1174
YJL164C	chrX	109966	111159	-	1194	632
YJL163C	chrX	111666	113333	-	1668	385
YJL162C	chrX	113878	115629	-	1752	199
YJL161W	chrX	117245	117787	+	543	100
YJL160C	chrX	117962	118825	-	864	87
YJL159W	chrX	120449	121690	+	1242	21588
