# Program:featureCounts v1.6.2; Command:"featureCounts" "-t" "exon" "-f" "-a" "./databases/sacCer3.gtf" "-o" "/athena/elementolab/scratch/toy2005/angsd/hw6/counts/WT_2_Aligned_counts.txt" "./databases/alignment/WT_2_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	./databases/alignment/WT_2_Aligned.sortedByCoord.out.bam
YER072W	chrV	302806	303195	+	390	3156
YER073W	chrV	304030	305592	+	1563	3079
YER074W	chrV	306323	306325	+	3	5
YER074W	chrV	306792	307196	+	405	6905
YER074W-A	chrV	307653	307746	+	94	127
YER074W-A	chrV	307849	307956	+	108	122
YER074W-A	chrV	308068	308123	+	56	79
YER075C	chrV	308413	311199	-	2787	311
YER076C	chrV	312590	313498	-	909	238
YER076W-A	chrV	313390	313737	+	348	31
YER077C	chrV	314534	316600	-	2067	388
YER078C	chrV	316807	318342	-	1536	495
YER078W-A	chrV	318646	318810	+	165	7
YER079W	chrV	318920	319552	+	633	541
YER079C-A	chrV	319902	320240	-	339	0
YER080W	chrV	319963	321846	+	1884	888
YER081W	chrV	322686	324095	+	1410	840
YER082C	chrV	324272	325936	-	1665	669
YER083C	chrV	326174	327031	-	858	875
YER084W	chrV	327065	327451	+	387	27
YER084W-A	chrV	327598	328110	+	513	0
YER085C	chrV	327619	328140	-	522	0
YER086W	chrV	328477	330207	+	1731	2519
YER087W	chrV	330576	332306	+	1731	160
YER087C-A	chrV	331817	332368	-	552	19
YER087C-B	chrV	332582	332830	-	249	837
YER088C	chrV	333176	335188	-	2013	2962
YER088C-A	chrV	335696	336019	-	324	78
YER088W-B	chrV	335927	336073	+	147	0
YER089C	chrV	335946	337340	-	1395	1259
YER090W	chrV	337949	339472	+	1524	1469
YER090C-A	chrV	338322	338411	-	90	0
YER091C	chrV	339864	342167	-	2304	1659
YER091C-A	chrV	342390	342611	-	222	1
YER092W	chrV	342855	343232	+	378	359
YER093C	chrV	343320	347612	-	4293	529
YER093C-A	chrV	347912	348201	-	290	114
YER093C-A	chrV	348277	348400	-	124	25
YER094C	chrV	348729	349346	-	618	2269
YER095W	chrV	349980	351182	+	1203	770
YER096W	chrV	351698	353236	+	1539	33
YER097W	chrV	355140	355469	+	330	13
YER098W	chrV	355466	357730	+	2265	420
YER099C	chrV	358105	359061	-	957	707
YER100W	chrV	359562	360314	+	753	902
YER101C	chrV	360502	361794	-	1293	188
YER102W	chrV	363100	363702	+	603	3281
YER103W	chrV	364589	366517	+	1929	469
YER104W	chrV	366802	367428	+	627	91
YER105C	chrV	367838	372013	-	4176	1010
YER106W	chrV	372326	373234	+	909	7
YER107C	chrV	373448	374545	-	1098	870
YER107W-A	chrV	374394	374714	+	321	59
YER109C	chrV	375215	377614	-	2400	438
YER110C	chrV	378762	382103	-	3342	2619
YER111C	chrV	382595	385876	-	3282	249
YER112W	chrV	387232	387795	+	564	878
YER113C	chrV	387932	390052	-	2121	556
YER115C	chrV	394292	394867	-	576	349
YER116C	chrV	395348	396172	-	825	341
YER117W	chrV	396769	396810	+	42	168
YER117W	chrV	397282	397653	+	372	7353
YER118C	chrV	397952	399055	-	1104	726
YER119C	chrV	399496	400842	-	1347	599
YER119C-A	chrV	400867	401238	-	372	11
YER120W	chrV	401135	401869	+	735	1798
YER121W	chrV	402375	402719	+	345	87
YER122C	chrV	402871	404352	-	1482	1973
YER123W	chrV	404813	406387	+	1575	560
YER124C	chrV	407342	409063	-	1722	1118
YER125W	chrV	410189	412618	+	2430	1824
YER126C	chrV	413394	414179	-	786	979
YER127W	chrV	414481	415554	+	1074	389
YER128W	chrV	415859	416470	+	612	86
YER129W	chrV	417281	420709	+	3429	893
YER130C	chrV	421115	422446	-	1332	716
YER131W	chrV	423952	424311	+	360	9105
YER132C	chrV	425188	430449	-	5262	445
YER133W	chrV	432495	432671	+	177	450
YER133W	chrV	433197	433958	+	762	1711
YER133W-A	chrV	437191	437532	+	342	37
YER134C	chrV	437267	437803	-	537	195
YER135C	chrV	437952	438344	-	393	6
YER136W	chrV	439616	440971	+	1356	2257
YER137C	chrV	441373	441819	-	447	32
YER137W-A	chrV	441575	441880	+	306	0
YER138C	chrV	443756	447721	-	3966	0
YER138C	chrV	447723	449024	-	1302	0
YER137C-A	chrV	447702	449024	-	1323	0
YER138W-A	chrV	449474	449578	+	105	23
YER139C	chrV	450563	451243	-	681	123
YER140W	chrV	451565	453235	+	1671	385
YER141W	chrV	453459	454919	+	1461	1254
YER142C	chrV	455146	456036	-	891	307
YER143W	chrV	456319	457605	+	1287	857
YER144C	chrV	457806	460223	-	2418	1005
YER145C	chrV	460526	461740	-	1215	2959
YER145C-A	chrV	462386	462823	-	438	14
YER146W	chrV	462585	462866	+	282	74
YER147C	chrV	462968	464842	-	1875	372
YER147C-A	chrV	465203	465613	-	411	117
YER148W	chrV	465303	466025	+	723	675
YER148W-A	chrV	466185	466763	+	579	2
YER149C	chrV	466208	467470	-	1263	94
YER150W	chrV	468370	468816	+	447	664
YER151C	chrV	469686	472424	-	2739	990
YER152C	chrV	472657	473988	-	1332	675
YER152W-A	chrV	473485	474051	+	567	1
YER153C	chrV	474041	474805	-	765	130
YER154W	chrV	475020	476228	+	1209	932
YER155C	chrV	476345	482848	-	6504	1624
YER156C	chrV	483325	484341	-	1017	1864
YER157W	chrV	484788	487193	+	2406	409
YER158C	chrV	488857	490578	-	1722	468
YER158W-A	chrV	491487	491702	+	216	41
YER159C	chrV	491530	491958	-	429	547
YER160C	chrV	492856	496821	-	3966	0
YER160C	chrV	496823	498124	-	1302	0
YER159C-A	chrV	496802	498124	-	1323	0
YER161C	chrV	499347	500348	-	1002	928
YER162C	chrV	500630	502894	-	2265	526
YER163C	chrV	503084	503782	-	699	504
YER164W	chrV	505392	509798	+	4407	1016
YER165W	chrV	510373	512106	+	1734	5862
YER165C-A	chrV	512627	512983	-	357	4
YER166W	chrV	512744	517459	+	4716	1304
YER167W	chrV	518216	520771	+	2556	849
YER168C	chrV	521029	522669	-	1641	411
YER170W	chrV	525974	526651	+	678	167
YER171W	chrV	527082	529418	+	2337	648
YER172C	chrV	529530	536021	-	6492	938
YER172C-A	chrV	536275	536655	-	381	0
YER173W	chrV	536300	538279	+	1980	236
YER174C	chrV	538434	539168	-	735	488
YER175C	chrV	539464	540363	-	900	222
YER175W-A	chrV	540650	540814	+	165	29
YER176W	chrV	541690	545055	+	3366	882
YER177W	chrV	545611	546414	+	804	8086
YER178W	chrV	546817	548079	+	1263	4004
YER179W	chrV	548421	548552	+	132	11
YER179W	chrV	548645	549517	+	873	135
YER180C	chrV	549724	550527	-	804	259
YER180C-A	chrV	550865	551122	-	258	83
YER181C	chrV	551473	551796	-	324	12
YER182W	chrV	552525	553259	+	735	431
YER183C	chrV	553334	553969	-	636	356
YER184C	chrV	556296	558680	-	2385	187
YER185W	chrV	559454	560365	+	912	42
YER186C	chrV	561705	562625	-	921	465
YER187W	chrV	566230	566655	+	426	101
YER188W	chrV	568040	568759	+	720	124
YER188C-A	chrV	569608	569907	-	300	5
YER189W	chrV	571155	571523	+	369	0
YER190W	chrV	571480	576525	+	5046	1
YER190C-A	chrV	574804	575379	-	576	0
YER190C-B	chrV	575680	576162	-	483	0
YJL091C	chrX	261080	262552	-	1473	284
YJL026W	chrX	392404	393603	+	1200	1988
YJL026C-A	chrX	393066	393287	-	222	0
YJR125C	chrX	654737	655963	-	1227	1082
YJL225C	chrX	466	4581	-	4116	0
YJL225C	chrX	4970	6130	-	1161	0
YJL225W-A	chrX	829	1311	+	483	0
YJL223C	chrX	8776	9138	-	363	0
YJL222W-B	chrX	9346	9483	+	138	0
YJL222W-A	chrX	9452	9679	+	228	0
YJL222W	chrX	11475	16124	+	4650	15
YJL221C	chrX	16767	18536	-	1770	0
YJL220W	chrX	18243	18695	+	453	0
YJL219W	chrX	19497	21200	+	1704	28
YJL218W	chrX	21973	22563	+	591	212
YJL217W	chrX	23133	23729	+	597	1297
YJL216C	chrX	24341	26086	-	1746	164
YJL215C	chrX	26412	26771	-	360	13
YJL214W	chrX	26887	28596	+	1710	78
YJL213W	chrX	32163	33158	+	996	478
YJL212C	chrX	33850	36249	-	2400	852
YJL211C	chrX	36757	37200	-	444	30
YJL210W	chrX	36919	37734	+	816	423
YJL209W	chrX	38005	39969	+	1965	319
YJL208C	chrX	40194	41183	-	990	244
YJL207C	chrX	41389	47433	-	6045	664
YJL206C	chrX	47659	49935	-	2277	237
YJL205C	chrX	50139	50268	-	130	90
YJL205C	chrX	50412	50443	-	32	12
YJL204C	chrX	50629	53151	-	2523	279
YJL203W	chrX	53341	54183	+	843	157
YJL202C	chrX	53943	54290	-	348	17
YJL201W	chrX	54379	56178	+	1800	394
YJL200C	chrX	56444	58813	-	2370	866
YJL199C	chrX	59856	60182	-	327	108
YJL198W	chrX	60844	63489	+	2646	1620
YJL197W	chrX	63805	67569	+	3765	848
YJL197C-A	chrX	65805	66086	-	282	0
YJL196C	chrX	67850	68782	-	933	2313
YJL195C	chrX	69241	69942	-	702	0
YJL194W	chrX	69338	70879	+	1542	56
YJL193W	chrX	71366	72574	+	1209	249
YJL192C	chrX	72710	73414	-	705	962
YJL191W	chrX	73787	73796	+	10	17
YJL191W	chrX	74205	74611	+	407	1408
YJL190C	chrX	74910	75302	-	393	11809
YJL189W	chrX	75933	75938	+	6	4
YJL189W	chrX	76325	76474	+	150	0
YJL188C	chrX	76202	76510	-	309	1384
YJL187C	chrX	76803	79262	-	2460	462
YJL186W	chrX	80155	81915	+	1761	872
YJL185C	chrX	82095	82976	-	882	151
YJL184W	chrX	83448	83819	+	372	434
YJL183W	chrX	84068	85336	+	1269	773
YJL182C	chrX	85435	85752	-	318	1
YJL181W	chrX	85660	87495	+	1836	266
YJL180C	chrX	87583	88560	-	978	381
YJL179W	chrX	88787	89116	+	330	210
YJL178C	chrX	89282	90097	-	816	1035
YJL177W	chrX	90786	91094	+	309	3242
YJL177W	chrX	91412	91657	+	246	3377
YJL176C	chrX	92053	94530	-	2478	529
YJL175W	chrX	94049	94561	+	513	4
YJL174W	chrX	95092	95922	+	831	2001
YJL173C	chrX	96161	96529	-	369	403
YJL172W	chrX	97737	99467	+	1731	569
YJL171C	chrX	99704	100894	-	1191	1595
YJL170C	chrX	101150	101779	-	630	101
YJL169W	chrX	102099	102467	+	369	38
YJL168C	chrX	102227	104428	-	2202	587
YJL167W	chrX	105014	106072	+	1059	2982
YJL166W	chrX	106434	106718	+	285	492
YJL165C	chrX	106894	109461	-	2568	1556
YJL164C	chrX	109966	111159	-	1194	748
YJL163C	chrX	111666	113333	-	1668	477
YJL162C	chrX	113878	115629	-	1752	199
YJL161W	chrX	117245	117787	+	543	134
YJL160C	chrX	117962	118825	-	864	79
YJL159W	chrX	120449	121690	+	1242	21943
YJL158C	chrX	122265	122948	-	684	6247
YJL157C	chrX	123836	126328	-	2493	616
